age,workclass,occupation,race,sex,education,native-country,marital-status
81,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Female,Bachelors,United-States,Divorced
84,Without-pay,Sales,Asian-Pac-Islander,Male,10th,United-States,Married-spouse-absent
79,Self-emp-inc,Transport-moving,Black,Male,1st-4th,United-States,Never-married
84,Self-emp-not-inc,Tech-support,Asian-Pac-Islander,Female,Some-college,United-States,Widowed
80,Private,Sales,Amer-Indian-Eskimo,Female,Prof-school,United-States,Married-civ-spouse
58,State-gov,Prof-specialty,White,Male,1st-4th,United-States,Widowed
71,Self-emp-not-inc,Exec-managerial,Amer-Indian-Eskimo,Male,HS-grad,United-States,Divorced
80,Self-emp-inc,Transport-moving,Other,Male,5th-6th,United-States,Married-AF-spouse
65,Self-emp-inc,Prof-specialty,Asian-Pac-Islander,Male,Doctorate,United-States,Divorced
64,Local-gov,Farming-fishing,Amer-Indian-Eskimo,Female,Masters,Haiti,Married-civ-spouse
80,Local-gov,Transport-moving,Other,Male,7th-8th,Ecuador,Divorced
56,Self-emp-inc,Priv-house-serv,White,Male,Assoc-acdm,United-States,Never-married
20,State-gov,Prof-specialty,Black,Female,12th,United-States,Separated
45,Local-gov,Adm-clerical,Amer-Indian-Eskimo,Male,Prof-school,United-States,Divorced
56,Without-pay,Handlers-cleaners,Other,Male,Masters,United-States,Married-AF-spouse
46,Without-pay,Handlers-cleaners,White,Female,10th,United-States,Divorced
17,Self-emp-not-inc,Transport-moving,Asian-Pac-Islander,Male,Prof-school,United-States,Married-AF-spouse
55,Without-pay,Protective-serv,Other,Female,Some-college,United-States,Married-spouse-absent
65,Private,Transport-moving,White,Male,5th-6th,United-States,Widowed
51,Federal-gov,Adm-clerical,Black,Female,Assoc-acdm,United-States,Never-married
51,Private,Other-service,Amer-Indian-Eskimo,Female,Preschool,United-States,Married-spouse-absent
34,Private,Priv-house-serv,Other,Female,1st-4th,United-States,Married-civ-spouse
61,Self-emp-inc,Priv-house-serv,Other,Female,Assoc-acdm,Puerto-Rico,Divorced
34,Self-emp-not-inc,Machine-op-inspct,White,Male,12th,United-States,Widowed
71,State-gov,Sales,White,Male,HS-grad,United-States,Married-spouse-absent
48,Private,Armed-Forces,Other,Female,HS-grad,Philippines,Widowed
69,State-gov,Handlers-cleaners,Black,Male,HS-grad,United-States,Married-spouse-absent
22,State-gov,Adm-clerical,Amer-Indian-Eskimo,Male,Assoc-acdm,England,Married-spouse-absent
35,State-gov,Armed-Forces,White,Female,12th,United-States,Never-married
61,Local-gov,Armed-Forces,Asian-Pac-Islander,Male,5th-6th,United-States,Married-civ-spouse
59,Federal-gov,Adm-clerical,Asian-Pac-Islander,Female,HS-grad,United-States,Divorced
70,Without-pay,Handlers-cleaners,Black,Female,Preschool,United-States,Widowed
17,Private,Handlers-cleaners,White,Female,Some-college,United-States,Widowed
72,Self-emp-not-inc,Other-service,White,Male,7th-8th,United-States,Married-civ-spouse
57,Without-pay,Other-service,White,Female,1st-4th,United-States,Married-spouse-absent
22,Private,Handlers-cleaners,Black,Male,Doctorate,Philippines,Never-married
22,Without-pay,Handlers-cleaners,Other,Male,Doctorate,United-States,Separated
51,Self-emp-inc,Adm-clerical,Black,Male,Assoc-voc,United-States,Divorced
45,Self-emp-not-inc,Transport-moving,Other,Female,Doctorate,United-States,Married-civ-spouse
23,Local-gov,Armed-Forces,Other,Male,Assoc-acdm,United-States,Married-AF-spouse
57,Local-gov,Adm-clerical,White,Male,9th,United-States,Separated
49,Federal-gov,Craft-repair,Other,Female,1st-4th,United-States,Separated
86,Local-gov,Machine-op-inspct,Other,Female,12th,Trinadad&Tobago,Divorced
60,Private,Transport-moving,Other,Female,1st-4th,United-States,Never-married
67,Self-emp-inc,Priv-house-serv,Asian-Pac-Islander,Male,Bachelors,United-States,Never-married
17,Local-gov,Craft-repair,White,Female,5th-6th,Canada,Never-married
51,State-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,10th,United-States,Widowed
30,State-gov,Craft-repair,Black,Female,12th,United-States,Divorced
45,Self-emp-inc,Farming-fishing,Amer-Indian-Eskimo,Male,11th,United-States,Married-AF-spouse
51,Private,Sales,Asian-Pac-Islander,Male,1st-4th,Laos,Never-married
81,Without-pay,Sales,White,Male,Preschool,United-States,Married-AF-spouse
54,Self-emp-not-inc,Armed-Forces,Other,Female,HS-grad,Scotland,Married-civ-spouse
68,Self-emp-inc,Prof-specialty,Black,Male,5th-6th,United-States,Divorced
60,Self-emp-not-inc,Protective-serv,Other,Female,Preschool,United-States,Separated
44,Local-gov,Handlers-cleaners,White,Male,Preschool,United-States,Divorced
79,Local-gov,Protective-serv,Amer-Indian-Eskimo,Male,Preschool,United-States,Divorced
89,Self-emp-not-inc,Prof-specialty,Amer-Indian-Eskimo,Male,7th-8th,United-States,Married-AF-spouse
66,Local-gov,Armed-Forces,Black,Female,Doctorate,United-States,Divorced
64,Self-emp-not-inc,Craft-repair,Amer-Indian-Eskimo,Male,1st-4th,United-States,Widowed
65,Without-pay,Transport-moving,Other,Male,5th-6th,United-States,Married-civ-spouse
25,Self-emp-inc,Farming-fishing,Black,Female,9th,United-States,Widowed
41,Federal-gov,Farming-fishing,Asian-Pac-Islander,Male,10th,United-States,Never-married
67,Self-emp-inc,Protective-serv,Black,Male,11th,United-States,Married-civ-spouse
68,Private,Protective-serv,Asian-Pac-Islander,Male,Masters,United-States,Widowed
88,State-gov,Machine-op-inspct,Black,Male,Masters,United-States,Separated
76,Without-pay,Handlers-cleaners,White,Male,5th-6th,Philippines,Separated
77,Private,Transport-moving,Amer-Indian-Eskimo,Female,Prof-school,United-States,Separated
70,Federal-gov,Craft-repair,White,Male,5th-6th,United-States,Never-married
90,Federal-gov,Sales,Amer-Indian-Eskimo,Female,Assoc-voc,United-States,Married-civ-spouse
19,Local-gov,Tech-support,Black,Female,Prof-school,United-States,Widowed
79,Without-pay,Farming-fishing,Black,Female,11th,United-States,Separated
79,Self-emp-inc,Machine-op-inspct,White,Female,Bachelors,United-States,Widowed
83,State-gov,Adm-clerical,Black,Male,Assoc-acdm,United-States,Married-civ-spouse
46,Private,Sales,Black,Male,12th,United-States,Separated
67,Without-pay,Adm-clerical,Black,Male,Assoc-acdm,United-States,Separated
84,Self-emp-inc,Farming-fishing,White,Male,11th,United-States,Married-civ-spouse
51,Private,Protective-serv,Amer-Indian-Eskimo,Female,7th-8th,United-States,Divorced
80,Without-pay,Machine-op-inspct,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Separated
81,Local-gov,Craft-repair,White,Female,Preschool,United-States,Married-AF-spouse
47,Local-gov,Transport-moving,White,Female,Prof-school,United-States,Married-civ-spouse
83,Self-emp-not-inc,Prof-specialty,Black,Male,HS-grad,United-States,Married-spouse-absent
28,Local-gov,Exec-managerial,Amer-Indian-Eskimo,Male,5th-6th,United-States,Never-married
68,State-gov,Craft-repair,Other,Male,5th-6th,United-States,Divorced
23,State-gov,Other-service,Black,Male,10th,United-States,Separated
51,Private,Prof-specialty,Black,Female,5th-6th,Hungary,Never-married
83,Self-emp-not-inc,Other-service,Black,Female,7th-8th,United-States,Widowed
42,Local-gov,Craft-repair,White,Female,10th,United-States,Divorced
18,State-gov,Priv-house-serv,Other,Male,Bachelors,United-States,Married-AF-spouse
89,Without-pay,Craft-repair,Asian-Pac-Islander,Male,9th,Ecuador,Married-civ-spouse
83,Local-gov,Transport-moving,Asian-Pac-Islander,Male,11th,United-States,Separated
30,Private,Prof-specialty,Black,Female,Bachelors,United-States,Widowed
24,Local-gov,Adm-clerical,Black,Male,9th,China,Never-married
24,Self-emp-inc,Tech-support,Asian-Pac-Islander,Male,Bachelors,United-States,Widowed
57,Self-emp-not-inc,Other-service,White,Male,Preschool,United-States,Married-AF-spouse
54,Self-emp-inc,Machine-op-inspct,Black,Male,7th-8th,Trinadad&Tobago,Widowed
27,Self-emp-inc,Craft-repair,Black,Female,Doctorate,United-States,Married-spouse-absent
65,Self-emp-inc,Craft-repair,Other,Male,7th-8th,United-States,Widowed
36,Self-emp-inc,Other-service,Amer-Indian-Eskimo,Male,Assoc-voc,United-States,Married-spouse-absent
49,Local-gov,Exec-managerial,Black,Male,12th,United-States,Married-spouse-absent
70,Self-emp-not-inc,Farming-fishing,White,Female,Preschool,Ecuador,Married-spouse-absent
46,Private,Adm-clerical,Other,Female,7th-8th,United-States,Divorced
17,Local-gov,Craft-repair,Asian-Pac-Islander,Male,10th,Portugal,Married-spouse-absent
58,Federal-gov,Farming-fishing,Asian-Pac-Islander,Male,10th,United-States,Married-spouse-absent
63,Without-pay,Sales,Black,Male,Assoc-acdm,United-States,Divorced
28,Private,Machine-op-inspct,Amer-Indian-Eskimo,Male,Assoc-voc,United-States,Separated
46,Self-emp-inc,Handlers-cleaners,Amer-Indian-Eskimo,Female,Assoc-voc,United-States,Married-civ-spouse
76,Without-pay,Protective-serv,Black,Male,Prof-school,United-States,Married-AF-spouse
29,State-gov,Exec-managerial,Other,Male,Some-college,United-States,Married-spouse-absent
33,Local-gov,Tech-support,Other,Female,11th,United-States,Married-civ-spouse
34,Self-emp-inc,Other-service,Other,Female,9th,Mexico,Married-civ-spouse
43,Self-emp-not-inc,Exec-managerial,Amer-Indian-Eskimo,Male,Assoc-voc,United-States,Married-civ-spouse
26,Private,Sales,Amer-Indian-Eskimo,Male,7th-8th,United-States,Never-married
22,Local-gov,Craft-repair,Amer-Indian-Eskimo,Male,10th,United-States,Married-civ-spouse
17,Self-emp-not-inc,Craft-repair,Amer-Indian-Eskimo,Female,1st-4th,United-States,Widowed
26,Local-gov,Prof-specialty,Other,Female,12th,United-States,Married-AF-spouse
88,Self-emp-inc,Armed-Forces,Amer-Indian-Eskimo,Female,Bachelors,United-States,Married-civ-spouse
58,Federal-gov,Sales,Amer-Indian-Eskimo,Female,Masters,United-States,Divorced
65,Without-pay,Priv-house-serv,White,Male,10th,United-States,Married-AF-spouse
89,Federal-gov,Prof-specialty,White,Female,Preschool,United-States,Never-married
31,Private,Protective-serv,White,Male,Some-college,United-States,Never-married
87,Self-emp-inc,Other-service,Other,Male,9th,United-States,Widowed
31,Without-pay,Prof-specialty,Other,Male,Prof-school,United-States,Separated
27,Without-pay,Other-service,White,Male,Bachelors,United-States,Never-married
19,Self-emp-not-inc,Sales,Amer-Indian-Eskimo,Female,9th,United-States,Married-AF-spouse
86,Private,Prof-specialty,White,Female,12th,United-States,Married-AF-spouse
53,Self-emp-inc,Tech-support,Other,Female,HS-grad,United-States,Widowed
80,State-gov,Armed-Forces,Black,Male,Some-college,United-States,Married-civ-spouse
67,State-gov,Other-service,Amer-Indian-Eskimo,Male,Preschool,United-States,Separated
23,Self-emp-not-inc,Sales,Black,Female,Prof-school,Philippines,Married-civ-spouse
60,Federal-gov,Farming-fishing,Asian-Pac-Islander,Male,Doctorate,United-States,Divorced
85,Self-emp-inc,Transport-moving,White,Female,10th,United-States,Married-AF-spouse
38,Federal-gov,Craft-repair,Black,Male,11th,United-States,Never-married
57,Local-gov,Farming-fishing,Asian-Pac-Islander,Male,Masters,United-States,Never-married
52,Without-pay,Machine-op-inspct,Asian-Pac-Islander,Male,Prof-school,United-States,Divorced
55,State-gov,Priv-house-serv,Black,Female,Masters,United-States,Married-spouse-absent
26,State-gov,Farming-fishing,Amer-Indian-Eskimo,Male,Assoc-acdm,Cuba,Married-spouse-absent
46,Federal-gov,Farming-fishing,Other,Female,9th,United-States,Married-spouse-absent
66,State-gov,Exec-managerial,Other,Female,Doctorate,United-States,Never-married
43,Federal-gov,Adm-clerical,Black,Female,Preschool,United-States,Widowed
50,Private,Other-service,White,Male,Masters,United-States,Widowed
75,State-gov,Prof-specialty,White,Female,Prof-school,United-States,Married-civ-spouse
17,Self-emp-inc,Prof-specialty,Other,Male,Some-college,United-States,Married-civ-spouse
84,Federal-gov,Tech-support,White,Female,1st-4th,United-States,Divorced
20,Self-emp-inc,Handlers-cleaners,Other,Male,11th,United-States,Never-married
76,Self-emp-inc,Other-service,Black,Female,11th,Scotland,Married-spouse-absent
56,Without-pay,Prof-specialty,Black,Male,5th-6th,United-States,Never-married
46,Federal-gov,Farming-fishing,Other,Female,Masters,United-States,Married-civ-spouse
90,Federal-gov,Priv-house-serv,Black,Female,10th,United-States,Never-married
56,State-gov,Priv-house-serv,Asian-Pac-Islander,Male,Assoc-acdm,England,Never-married
63,Private,Transport-moving,Amer-Indian-Eskimo,Male,HS-grad,United-States,Married-civ-spouse
31,Private,Transport-moving,Black,Female,Doctorate,Ecuador,Divorced
54,Without-pay,Tech-support,Amer-Indian-Eskimo,Male,Prof-school,United-States,Married-AF-spouse
83,Federal-gov,Armed-Forces,White,Male,Some-college,Nicaragua,Separated
62,Private,Farming-fishing,Asian-Pac-Islander,Female,7th-8th,United-States,Divorced
30,Federal-gov,Farming-fishing,Asian-Pac-Islander,Female,Bachelors,United-States,Separated
46,State-gov,Craft-repair,Black,Female,Some-college,United-States,Married-civ-spouse
69,Local-gov,Machine-op-inspct,Asian-Pac-Islander,Male,Bachelors,United-States,Married-spouse-absent
55,Self-emp-inc,Protective-serv,White,Female,Assoc-voc,United-States,Married-spouse-absent
33,Self-emp-inc,Handlers-cleaners,White,Male,HS-grad,Italy,Married-spouse-absent
75,Self-emp-inc,Adm-clerical,White,Female,Preschool,United-States,Widowed
21,Private,Adm-clerical,Black,Female,Masters,Philippines,Married-spouse-absent
27,Without-pay,Craft-repair,Black,Male,Assoc-acdm,Outlying-US(Guam-USVI-etc),Separated
37,Without-pay,Protective-serv,White,Female,Prof-school,United-States,Never-married
40,Without-pay,Machine-op-inspct,White,Female,Bachelors,United-States,Married-civ-spouse
68,Without-pay,Prof-specialty,White,Female,Prof-school,United-States,Widowed
48,Self-emp-not-inc,Farming-fishing,Amer-Indian-Eskimo,Female,Preschool,United-States,Married-civ-spouse
66,Federal-gov,Adm-clerical,Other,Male,Assoc-voc,Guatemala,Widowed
70,Self-emp-inc,Protective-serv,Black,Female,5th-6th,United-States,Never-married
69,Self-emp-not-inc,Craft-repair,Asian-Pac-Islander,Male,Assoc-voc,Mexico,Separated
70,Self-emp-not-inc,Machine-op-inspct,Amer-Indian-Eskimo,Female,Bachelors,China,Married-spouse-absent
81,Without-pay,Tech-support,White,Female,Some-college,United-States,Married-AF-spouse
39,Federal-gov,Armed-Forces,White,Male,Assoc-voc,United-States,Married-spouse-absent
39,Federal-gov,Protective-serv,Amer-Indian-Eskimo,Female,12th,Philippines,Separated
58,State-gov,Other-service,Asian-Pac-Islander,Male,1st-4th,United-States,Never-married
83,Self-emp-inc,Machine-op-inspct,Other,Male,10th,United-States,Married-spouse-absent
82,Federal-gov,Adm-clerical,Other,Male,Assoc-voc,United-States,Never-married
86,Without-pay,Craft-repair,White,Female,HS-grad,United-States,Separated
79,Self-emp-inc,Other-service,Asian-Pac-Islander,Female,12th,United-States,Divorced
25,Self-emp-not-inc,Craft-repair,Asian-Pac-Islander,Male,7th-8th,United-States,Married-spouse-absent
34,Self-emp-not-inc,Farming-fishing,Black,Female,Masters,United-States,Married-civ-spouse
69,Private,Handlers-cleaners,Black,Male,Masters,United-States,Married-spouse-absent
65,Self-emp-inc,Prof-specialty,Amer-Indian-Eskimo,Male,Preschool,United-States,Married-AF-spouse
82,Local-gov,Transport-moving,Black,Female,12th,United-States,Never-married
52,Federal-gov,Handlers-cleaners,Black,Male,Prof-school,United-States,Married-civ-spouse
72,Without-pay,Farming-fishing,White,Male,7th-8th,Haiti,Widowed
62,State-gov,Other-service,White,Male,Bachelors,United-States,Divorced
59,Federal-gov,Other-service,Other,Male,1st-4th,United-States,Separated
89,Local-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,Masters,United-States,Never-married
50,Self-emp-inc,Craft-repair,White,Male,Bachelors,United-States,Married-spouse-absent
46,State-gov,Other-service,Amer-Indian-Eskimo,Female,7th-8th,Canada,Divorced
81,Federal-gov,Protective-serv,Amer-Indian-Eskimo,Female,7th-8th,United-States,Separated
62,State-gov,Machine-op-inspct,White,Female,11th,United-States,Widowed
62,Federal-gov,Armed-Forces,White,Male,Masters,United-States,Widowed
61,State-gov,Machine-op-inspct,Black,Male,Preschool,United-States,Divorced
83,Federal-gov,Sales,Asian-Pac-Islander,Female,Doctorate,United-States,Married-AF-spouse
71,Local-gov,Tech-support,Asian-Pac-Islander,Male,Preschool,United-States,Never-married
17,Self-emp-inc,Sales,Amer-Indian-Eskimo,Male,HS-grad,United-States,Divorced
34,Self-emp-inc,Other-service,Black,Male,Assoc-acdm,United-States,Separated
43,Private,Other-service,Amer-Indian-Eskimo,Female,Doctorate,Cuba,Married-AF-spouse
68,Self-emp-inc,Priv-house-serv,Black,Female,Doctorate,United-States,Divorced
76,State-gov,Machine-op-inspct,Asian-Pac-Islander,Male,HS-grad,United-States,Separated
45,Local-gov,Prof-specialty,Other,Female,12th,United-States,Married-AF-spouse
71,Private,Tech-support,Asian-Pac-Islander,Female,11th,Mexico,Widowed
69,State-gov,Transport-moving,White,Female,Some-college,United-States,Never-married
79,Private,Priv-house-serv,Black,Male,7th-8th,United-States,Never-married
80,Private,Tech-support,Asian-Pac-Islander,Male,HS-grad,United-States,Never-married
78,Self-emp-not-inc,Sales,Other,Male,Doctorate,United-States,Married-civ-spouse
72,Private,Priv-house-serv,Asian-Pac-Islander,Female,10th,United-States,Married-civ-spouse
90,Local-gov,Tech-support,Black,Female,1st-4th,United-States,Divorced
37,Without-pay,Sales,Black,Female,Assoc-acdm,United-States,Married-spouse-absent
39,Private,Tech-support,Black,Male,Prof-school,United-States,Married-civ-spouse
63,Federal-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,10th,Portugal,Never-married
26,Without-pay,Sales,Amer-Indian-Eskimo,Male,7th-8th,United-States,Married-civ-spouse
70,State-gov,Handlers-cleaners,Amer-Indian-Eskimo,Female,Prof-school,United-States,Never-married
55,Self-emp-inc,Farming-fishing,White,Female,Some-college,South,Married-spouse-absent
62,State-gov,Sales,Asian-Pac-Islander,Male,HS-grad,United-States,Married-civ-spouse
